authorId,name,affiliations,email
72091723,R. E. Haamer,Columbia University,R._E._Haamer@gmail.com
1394765173,Eka Rusadze,University of Oxford,Eka_Rusadze@gmail.com
7296001,I. Lüsi,Stanford University,I._Lüsi@gmail.com
2165805082,Tauseef Ahmed,Princeton University,Tauseef_Ahmed@gmail.com
7855312,Sergio Escalera,Universitat de Barcelona,Sergio_Escalera@gmail.com
3087532,G. Anbarjafari,University of Pennsylvania,G._Anbarjafari@gmail.com
144146894,S. Naqvi,University of Washington,S._Naqvi@gmail.com
119803948,R. Krishnamurthy,University of Pennsylvania,R._Krishnamurthy@gmail.com
2059187518,David L. Wheeler,University of Washington,David_L._Wheeler@gmail.com
73529582,D. Church,University of Washington,D._Church@gmail.com
144179343,Ron Edgar,University of Michigan,Ron_Edgar@gmail.com
2368474,S. Federhen,Princeton University,S._Federhen@gmail.com
3205754,W. Helmberg,Princeton University,W._Helmberg@gmail.com
34806045,Thomas L. Madden,"University of California, San Diego",Thomas_L._Madden@gmail.com
3390886,J. Pontius,University of Cambridge,J._Pontius@gmail.com
46481106,G. Schuler,Massachusetts Institute of Technology,G._Schuler@gmail.com
2126316,L. Schriml,University of Pennsylvania,L._Schriml@gmail.com
144376619,Edwin Sequeira,Columbia University,Edwin_Sequeira@gmail.com
2044477,Tugba Onal Suzek,"University of California, San Diego",Tugba_Onal_Suzek@gmail.com
1776968,T. Tatusova,University of Chicago,T._Tatusova@gmail.com
145388224,L. Wagner,"University of California, Berkeley",L._Wagner@gmail.com
145009388,A. Papadopoulos,University of Pennsylvania,A._Papadopoulos@gmail.com
1713567,Peter Bellström,University of Michigan,Peter_Bellström@gmail.com
2806064,P. Staroniewicz,"University of California, Berkeley",P._Staroniewicz@gmail.com
21790176,W. Majewski,"University of California, Berkeley",W._Majewski@gmail.com
1679752,Ulf T. Mattsson,University of Chicago,Ulf_T._Mattsson@gmail.com
1751233,C. Laborda,Stanford University,C._Laborda@gmail.com
143966331,Stefan Conrad,'University of Düsseldorf',Stefan_Conrad@gmail.com
2865522,M. Scardamalia,Massachusetts Institute of Technology,M._Scardamalia@gmail.com
2040141,C. Bereiter,"University of California, San Diego",C._Bereiter@gmail.com
40116646,Clare Brett,University of Cambridge,Clare_Brett@gmail.com
47874492,P. Burtis,University of Pennsylvania,P._Burtis@gmail.com
96609713,Carolyn Calhoun,Stanford University,Carolyn_Calhoun@gmail.com
47682882,N. Lea,Massachusetts Institute of Technology,N._Lea@gmail.com
1809270,T. Miura,University of Cambridge,T._Miura@gmail.com
2316077,I. Shioya,"University of California, San Diego",I._Shioya@gmail.com
2957924,Lars Ruddigkeit,California Institute of Technology,Lars_Ruddigkeit@gmail.com
2293098,Lorenz C. Blum,Princeton University,Lorenz_C._Blum@gmail.com
144796684,J. Reymond,University of Pennsylvania,J._Reymond@gmail.com
34440628,L. Zucker,California Institute of Technology,L._Zucker@gmail.com
30956207,M. Darby,University of Michigan,M._Darby@gmail.com
2058161182,J. Fong,University of Washington,J._Fong@gmail.com
3320620,B. Alom,University of Pennsylvania,B._Alom@gmail.com
1718571,F. Henskens,Columbia University,F._Henskens@gmail.com
1938133,Michael Hannaford,University of Oxford,Michael_Hannaford@gmail.com
38534019,Neelu Nihalani,Harvard University,Neelu_Nihalani@gmail.com
2412024,S. Silakari,University of Chicago,S._Silakari@gmail.com
70205847,Mahesh Motwani,"University of California, Los Angeles",Mahesh_Motwani@gmail.com
1800120,S. Dietrich,University of Chicago,S._Dietrich@gmail.com
1680306,Don Goelman,Massachusetts Institute of Technology,Don_Goelman@gmail.com
1702008,C. Borror,University of Chicago,C._Borror@gmail.com
48288926,S. Crook,University of Washington,S._Crook@gmail.com
2919717,A. Belussi,University of Oxford,A._Belussi@gmail.com
1743774,E. Bertino,University of Washington,E._Bertino@gmail.com
1726425,B. Catania,Yale University,B._Catania@gmail.com
1716650,I. Saratxaga,Princeton University,I._Saratxaga@gmail.com
143697651,E. Navas,Harvard University,E._Navas@gmail.com
144004474,I. Hernáez,Princeton University,I._Hernáez@gmail.com
1742790,I. Luengo,University of Cambridge,I._Luengo@gmail.com
1807113,P. Karp,Yale University,P._Karp@gmail.com
143775527,Guang-Ho Cha,"University of California, Los Angeles",Guang-Ho_Cha@gmail.com
1733783,C. Chung,"University of California, Los Angeles",C._Chung@gmail.com
1683669,L. Deri,University of Oxford,L._Deri@gmail.com
1875442,Valeria Lorenzetti,Massachusetts Institute of Technology,Valeria_Lorenzetti@gmail.com
2093463872,Steve Mortimer,"University of California, Berkeley",Steve_Mortimer@gmail.com
9763761,H. Song,Stanford University,H._Song@gmail.com
144064235,Katherine K. Fu,Columbia University,Katherine_K._Fu@gmail.com
144743909,D. G. George,University of Oxford,D._G._George@gmail.com
34055351,W. C. Barker,"University of California, Los Angeles",W._C._Barker@gmail.com
1680812,H. Mewes,University of Pennsylvania,H._Mewes@gmail.com
33726843,F. Pfeiffer,Columbia University,F._Pfeiffer@gmail.com
2159551,A. Tsugita,University of Michigan,A._Tsugita@gmail.com
1778364,G. Winsor,University of Pennsylvania,G._Winsor@gmail.com
1774336,Bhavjinder Khaira,"University of California, Berkeley",Bhavjinder_Khaira@gmail.com
8176724,T. Rossum,California Institute of Technology,T._Rossum@gmail.com
144283020,Raymond Lo,University of Pennsylvania,Raymond_Lo@gmail.com
32446495,M. D. Whiteside,University of Michigan,M._D._Whiteside@gmail.com
1772445,F. Brinkman,"University of California, San Diego",F._Brinkman@gmail.com
145999401,Amgad Agoub,Yale University,Amgad_Agoub@gmail.com
2083662403,Felix Kunde,Harvard University,Felix_Kunde@gmail.com
2230763,M. Kada,Columbia University,M._Kada@gmail.com
2113076,A. M. Barbancho,California Institute of Technology,A._M._Barbancho@gmail.com
3139251,I. Barbancho,Harvard University,I._Barbancho@gmail.com
2901129,L. Tardón,Yale University,L._Tardón@gmail.com
1453328014,Emilio Molina,University of Washington,Emilio_Molina@gmail.com
1766832,U. Engelke,"University of California, Berkeley",U._Engelke@gmail.com
48546175,H. Zepernick,University of Michigan,H._Zepernick@gmail.com
3270882,T. M. Kusuma,Massachusetts Institute of Technology,T._M._Kusuma@gmail.com
1684197,Y. Ioannidis,University of Oxford,Y._Ioannidis@gmail.com
1730314,S. Flesca,Princeton University,S._Flesca@gmail.com
145042418,S. Greco,Massachusetts Institute of Technology,S._Greco@gmail.com
1700482,E. Masciari,Massachusetts Institute of Technology,E._Masciari@gmail.com
1802918,D. Saccá,University of Cambridge,D._Saccá@gmail.com
144718788,L. Deng,California Institute of Technology,L._Deng@gmail.com
2357983,Xiaodong Cui,University of Michigan,Xiaodong_Cui@gmail.com
3185110,Robert Pruvenok,University of Cambridge,Robert_Pruvenok@gmail.com
2157241745,Yanyi Chen,Stanford University,Yanyi_Chen@gmail.com
48190770,S. Momen,Massachusetts Institute of Technology,S._Momen@gmail.com
145890221,A. Alwan,"University of California, San Diego",A._Alwan@gmail.com
40466466,K. Herrmann,Massachusetts Institute of Technology,K._Herrmann@gmail.com
143842962,H. Voigt,Massachusetts Institute of Technology,H._Voigt@gmail.com
3193518,Andreas Behrend,University of Washington,Andreas_Behrend@gmail.com
7337091,Wolfgang Lehner,'Technische Universität Dresden',Wolfgang_Lehner@gmail.com
39592606,Waldeyr M. C. Silva,University of Washington,Waldeyr_M._C._Silva@gmail.com
31472189,Polyane Wercelens,"University of California, San Diego",Polyane_Wercelens@gmail.com
2057331457,M. E. Walter,Stanford University,M._E._Walter@gmail.com
143906110,M. Holanda,University of Washington,M._Holanda@gmail.com
1803518,M. Brigido,University of Washington,M._Brigido@gmail.com
1680621,U. Büker,"University of California, San Diego",U._Büker@gmail.com
9210928,B. Mertsching,"University of California, Berkeley",B._Mertsching@gmail.com
1399291986,Kiyoko F. Aoki-Kinoshita,Massachusetts Institute of Technology,Kiyoko_F._Aoki-Kinoshita@gmail.com
1768762792,Mahmoud Moustafa Eyada,University of Chicago,Mahmoud_Moustafa_Eyada@gmail.com
35538070,Walaa Saber,University of Cambridge,Walaa_Saber@gmail.com
1685720696,Mohammed M. El Genidy,University of Chicago,Mohammed_M._El_Genidy@gmail.com
146682888,F. Amer,University of Chicago,F._Amer@gmail.com
152701833,M. Potey,Yale University,M._Potey@gmail.com
69974988,Megha Digrase,University of Pennsylvania,Megha_Digrase@gmail.com
81753199,Gaurav Deshmukh,University of Michigan,Gaurav_Deshmukh@gmail.com
46250152,M. Nerkar,University of Chicago,M._Nerkar@gmail.com
145654328,P. Watson,University of Chicago,P._Watson@gmail.com
144153718,H. T. Kung,'Harvard University',H._T._Kung@gmail.com
2947656,P. L. Lehman,University of Chicago,P._L._Lehman@gmail.com
1767172,A. Ilic,California Institute of Technology,A._Ilic@gmail.com
1803904,Frederico Pratas,"University of California, Berkeley",Frederico_Pratas@gmail.com
1765948,P. Trancoso,University of Pennsylvania,P._Trancoso@gmail.com
145696419,L. Sousa,Harvard University,L._Sousa@gmail.com
1798691,Rosa Meo,Harvard University,Rosa_Meo@gmail.com
2493367,G. Psaila,"University of California, Los Angeles",G._Psaila@gmail.com
